FOODSTORE_ID,FOODSTORE_NAME,FOODCATEGORY_CODE,FOODCATEGORY,ADDRESS,WORKING_TIME,IMG_URL,RATE,LATITUDE,LONGITUDE,AREA,TAG_STORE,TAG_GENDER,TAG_AGE,TAG_ID
25040567,부산아구,32,해산물(아구),서울 강남구 강남대로150길 10 1층,매일 10:00 ~ 02:00,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4A796CEDCF0F4A7D96C91C077F16CF65,3.5,127.0207168,37.5157837,논현동,가격,남,30대,39
1257441291,영동장어,32,해산물(장어),서울 강남구 언주로148길 8 1층,월~금 11:30 ~ 23:00,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7157ED980CC84E79A91C77094226DD98,4.5,127.0353082,37.5202558,논현동,서비스,여,30대,39
1513028239,풍천가 청담점,32,해산물(장어),서울 강남구 도산대로56길 7,매일 11:30 ~ 22:30,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FC102B8B56D2941CFB7661B20364B19FF,4.5,127.0403569,37.5226487,청담동,분위기,남,20대,39
10124824,갯벌의진주 본점,32,해산물(조개),서울 강남구 학동로2길 55 환희빌딩 2층,매일 16:00 ~ 04:00,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FB16412150C3C4988B0E5DF10E697D89E,3.9,127.0238938,37.508097,논현동,분위기,여,10대,39
16063439,맛짱조개,32,해산물(조개),서울 강남구 언주로136길 10 1층,월~토 16:00 ~ 02:00,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEC2FFAF5F7FE49C7BC6C1F7E9BDD56FB,4.1,127.0363887,37.517165,논현동,주차,남,60대이상,39
27345379,조개사냥,32,해산물(조개),서울 강남구 강남대로122길 24,매일 18:00 ~ 04:00,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5293BDA449734BB5AC69506E933856D6,3.6,127.0249672,37.5081779,논현동,맛,남,40대,39
18377454,브루클린더버거조인트 삼성점,33,햄버거,서울 강남구 봉은사로84길 10,화~일 11:00 ~ 21:30,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE5FA865899444654AC84DC1B1E4B704B,3.6,127.055586,37.5126256,삼성동,가격,여,30대,40
24856468,길버트버거앤프라이즈 가로수점,33,햄버거,서울 강남구 도산대로15길 47 지하1층,매일 11:30 ~ 20:30,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FCFA0ED749848416BBDC06129C472F8AC,4.2,127.0232245,37.5212648,신사동,서비스,남,40대,40
26856753,브루클린더버거조인트 가로수길점,33,햄버거,서울 강남구 도산대로15길 12 가로수빌딩 1층,매일 11:00 ~ 22:00,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F21114447558E18D80A,3.9,127.0240787,37.5190823,신사동,분위기,남,50대,40
218274780,바스버거 역삼점,33,햄버거,서울 강남구 테헤란로26길 10 성보빌딩 지하1층,월~금 11:00 ~ 22:30 ,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FC3B5971188DB418BAC015A0A86F48E71,3.9,127.0358561,37.4996443,역삼동,주차,여,20대,40
1193848374,쉐이크쉑 강남점,33,햄버거,서울 강남구 강남대로 452 대연빌딩 1층,월화수목토일 10:30 ~ 22:30,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FEF0F8640B78A441793549303FC8E81F2,3.3,127.025715,37.5028589,역삼동,가격,남,20대,40
1458885971,다운타우너 청담,33,햄버거,서울 강남구 도산대로53길 14 1층,매일 11:30 ~ 21:30,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F0D66352804964AEABE280FD7B65ED5DD,4.2,127.038574,37.5240578,신사동,서비스,여,20대,40
1711185712,바스버거 선릉점,33,햄버거,서울 강남구 삼성로85길 39 2층 2호,월~금 11:00 ~ 23:00 ,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F643A2BAEDC2946B4BC7AAA1450FEE2F3,3.5,127.0542779,37.5042354,대치동,분위기,남,40대,40
2133130811,더페이머스버거 신사점,33,햄버거,서울 강남구 도산대로 113,매일 11:30 ~ 21:30,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2DD77554E2A54AB6AD07594DA40EAC17,3.5,127.020859,37.5170193,신사동,주차,여,40대,40
8652100,고래불 역삼본점,34,회,서울 강남구 논현로79길 62 1층,매일 11:30 ~ 22:00 ,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F137BC9424F556CC915,3.7,127.0339656,37.4962769,역삼동,맛,여,10대,41
21155020,강남보물섬,34,회,서울 강남구 테헤란로20길 11-1,매일 16:00 ~ 05:00,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F67F3DB510C774E398FD939F84619D09A,3.1,127.0346876,37.4990491,역삼동,분위기,남,20대,41
27254228,자매수산 1호점,34,회,서울 강남구 봉은사로18길 90 1층,매일 14:00 ~ 04:00,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD926A09C845E45849D4AE7064B178C11,2.9,127.0277089,37.500857,역삼동,주차,여,40대,41
27256514,통영집,34,회,서울 강남구 선릉로 527 1층,월~금 10:00 ~ 22:00,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F227EF33C54F55E2909,3.5,127.0474064,37.5065049,역삼동,맛,남,50대,41
899538247,한라산 청담점,34,회,서울 강남구 도산대로81길 51 루미안빌딩 지하2층,월~토 17:00 ~ 22:00,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB883939DFD5546C595DE2F297DAE8506,3.2,127.045787,37.5270988,청담동,가격,여,30대,41
7877667,몰타참치,0,회(참치회),서울 강남구 삼성로85길 26 v&s빌딩 2층,매일 11:30 ~ 23:00,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F922469779ABB4A0589882A97C5F0BE46,4,127.0550378,37.5049623,대치동,맛,여,10대,41
10770221,참치그라,0,회(참치회),서울 강남구 선릉로93길 22 대흥빌딩 3층,월화수목금일 15:30 ~ 23:00,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD1D3485454CD4729BEE2AB511E019F15,3.8,127.0467583,37.5049949,역삼동,가격,여,10대,41
13119179,큰물참치 강남점,0,회(참치회),서울 강남구 테헤란로2길 27 페스트파이브빌딩 102호,매일 11:30 ~ 22:30 ,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FA547EFC6B7F94638B04B3FCBA3755E63,3.9,127.0297218,37.4965034,역삼동,서비스,남,40대,41
1614493196,참치공방 강남점,0,회(참치회),서울 강남구 강남대로78길 18 2층,월~토 11:00 ~ 00:30 ,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7D23DDE7411A42FDAAC9E6191F30E38C,3.8,127.030883,37.4950353,역삼동,분위기,여,30대,41
1954928204,우제홍참치,0,회(참치회),서울 강남구 학동로2길 50 2층,매일 17:00 ~ 23:30,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalad_thumb%2Ft%2Fbf4329361da6af2a0fada5ef5780ea15797049e5,3.9,127.023427,37.5083274,논현동,주차,여,20대,41
